"Tweet Id","Media Id","Media URL","Tweet URL"
"""1215299170589868033""","""1215299161878355969""",https://pbs.twimg.com/media/EN2cJheW4AEl8fp.jpg,https://t.co/Hatf9zlqet
"""1208213206507737088""","""1208213201541689345""",https://pbs.twimg.com/media/EMRvgWLUcAE2M_r.jpg,https://t.co/N1taol08Cf
"""1207053405031714816""","""1207053402640961540""",https://pbs.twimg.com/media/EMBQrKlXUAQjPte.png,https://t.co/pEJnc9tKGA
"""1205525573826727936""","""1205525570316058624""",https://pbs.twimg.com/media/ELrjHnpWwAARLRU.jpg,https://t.co/aeWsTqqFlt
"""1205275325296304129""","""1205275318904401921""",https://pbs.twimg.com/media/ELn_hEfXsAEKCUY.jpg,https://t.co/KaJWzOpKlj
"""1201372310814576641""","""1201372301905842176""",https://pbs.twimg.com/media/EKwhvlIXUAAH00J.jpg,https://t.co/wIP4gOO7MU
"""1198436153571119104""","""1198436148915458048""",https://pbs.twimg.com/media/EKGzU-4X0AAOrwf.jpg,https://t.co/hjqpwALtyC
"""1182810871036293120""","""1182810867538239488""",https://pbs.twimg.com/media/EGowN5wWoAA2N6z.jpg,https://t.co/EUN7IAmMXB
"""1181982809575038976""","""1181982793204715527""",https://pbs.twimg.com/media/EGc_FoeXUAc2-kn.jpg,https://t.co/VY3KihDugj
"""1153501315890372608""","""1153501291005562881""",https://pbs.twimg.com/media/EAIPUApXUAEa2CB.jpg,https://t.co/Mmi9TG9CvR
"""1133407230827552768""","""1133407223055470592""",https://pbs.twimg.com/media/D7qr3UQVUAA-LCc.jpg,https://t.co/58XBLaGnck
"""1119023553825914880""","""1119002101282029568""",https://pbs.twimg.com/media/D4eB9StU8AAph1t.jpg,https://t.co/D2ktkEXt7c
"""1102015704474271746""","""1102015666918473728""",https://pbs.twimg.com/media/D0slaQuXQAArYVh.jpg,https://t.co/ykLYHYm99e
"""1091357244032200704""","""1091357234758647808""",https://pbs.twimg.com/media/DyVHn2zXgAA0KzV.jpg,https://t.co/zs7JJ1IBHA
"""1090619187301703682""","""1090619183262564353""",https://pbs.twimg.com/media/DyKoXmuXgAEDRpf.jpg,https://t.co/YyGlOJbEkL
"""1084953384229060608""","""1084953353900109824""",https://pbs.twimg.com/media/Dw6HU7kVsAAR04F.jpg,https://t.co/Du6nUDbB0d
"""1084953384229060608""","""1084953353686179840""",https://pbs.twimg.com/media/Dw6HU6xVYAAP3pO.jpg,https://t.co/Du6nUDbB0d
"""1084953384229060608""","""1084953353904254977""",https://pbs.twimg.com/media/Dw6HU7lU8AEJ9CI.jpg,https://t.co/Du6nUDbB0d
"""1084953384229060608""","""1084953353904218112""",https://pbs.twimg.com/media/Dw6HU7lUYAAAruL.jpg,https://t.co/Du6nUDbB0d
"""1084953277114904577""","""1084953239101919232""",https://pbs.twimg.com/media/Dw6HOP6UUAAl_Ko.jpg,https://t.co/sB2asB3u18
"""1084953277114904577""","""1084953239101919233""",https://pbs.twimg.com/media/Dw6HOP6UUAEG9z2.jpg,https://t.co/sB2asB3u18
"""1084953277114904577""","""1084953239101947904""",https://pbs.twimg.com/media/Dw6HOP6UwAA1A1P.jpg,https://t.co/sB2asB3u18
"""1084953277114904577""","""1084953238867140609""",https://pbs.twimg.com/media/Dw6HOPCV4AE-nYY.jpg,https://t.co/sB2asB3u18
"""1067598755682234368""","""1067598729857757184""",https://pbs.twimg.com/media/DtDfY2_UcAAAAXD.jpg,https://t.co/PPVcjUTWic
"""1061130437446246400""","""1061130313806610432""",https://pbs.twimg.com/media/DrnkZfbXgAABtXJ.jpg,https://t.co/j6Kqy1XqfN
"""1061128971801190400""","""1061128966361083904""",https://pbs.twimg.com/media/DrnjLDzUcAARCVZ.jpg,https://t.co/tjLS59RQjL
"""1059890609845137414""","""1059890558183759872""",https://pbs.twimg.com/media/DrV82N1VYAAWu6n.jpg,https://t.co/vREOIlvEOY
"""1057820038743367682""","""1057820002370363394""",https://pbs.twimg.com/media/Dq4hsAWWoAIMAaf.jpg,https://t.co/Ny3WzaWiqZ
"""1057820038743367682""","""1057820029297811462""",https://pbs.twimg.com/media/Dq4htkqW4AYaizy.jpg,https://t.co/Ny3WzaWiqZ
"""1051251060503916549""","""1051251054963093504""",https://pbs.twimg.com/media/DpbLQ8TUcAAi51t.jpg,https://t.co/bAeFYC5Vfk
"""1048957133369298944""","""1048957121239425024""",https://pbs.twimg.com/media/Do6k8bQXoAAOQzc.jpg,https://t.co/sczuwytIE3
"""1048934572833087488""","""1048934566508093440""",https://pbs.twimg.com/media/Do6QbkVX4AA5R0X.jpg,https://t.co/UNV7cJt8xa
"""1048934572833087488""","""1048934566474502144""",https://pbs.twimg.com/media/Do6QbkNXUAAj5Vx.jpg,https://t.co/UNV7cJt8xa
"""1048934572833087488""","""1048934566491299840""",https://pbs.twimg.com/media/Do6QbkRXoAAucgg.jpg,https://t.co/UNV7cJt8xa
"""1048934572833087488""","""1048934566537379845""",https://pbs.twimg.com/media/Do6QbkcWwAUd2GC.jpg,https://t.co/UNV7cJt8xa
"""1047958474326519809""","""1047958444714512384""",https://pbs.twimg.com/media/DosYpzSUUAA9tHN.jpg,https://t.co/XEgQ68Vp0s
"""1047958474326519809""","""1047958444718706688""",https://pbs.twimg.com/media/DosYpzTUUAAobmK.jpg,https://t.co/XEgQ68Vp0s
"""1047958474326519809""","""1047958444710318080""",https://pbs.twimg.com/media/DosYpzRUUAA3o-I.jpg,https://t.co/XEgQ68Vp0s
"""1047898736402341895""","""1047898726839152640""",https://pbs.twimg.com/media/DoriVw3U8AA-HnB.jpg,https://t.co/kpRDqtkDbU
"""1047604088551231489""","""1047604079784947713""",https://pbs.twimg.com/media/DonWXDDU8AEiNr6.jpg,https://t.co/8KErSSwjad
"""1047301627261145089""","""1047301619618996224""",https://pbs.twimg.com/media/DojDRjIU4AA0djW.jpg,https://t.co/RAbrexQsdU
