"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets received","Likes received","User Id",Name,Username,"Verified or Non-Verified","Profile URL","Protected or Not Protected"
"""777089249497624576""",https://twitter.com/katyperry/status/777089249497624576,"2016-09-17 10:18:09","""@Hakimkharbouch bless""",Reply,"Twitter for iPhone",542,1973,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""777086025705328640""",https://twitter.com/katyperry/status/777086025705328640,"2016-09-17 10:05:20","""idc about followers but I hope this one gets me to 56 milly on ig cause my ocd is flaring https://t.co/OBKPpqDjhc""",Tweet,Instagram,2379,9465,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""777031532456218624""",https://twitter.com/katyperry/status/777031532456218624,"2016-09-17 06:28:48","""When you write such a fire lyric that you give yourself hives 🔥⛑😵""",Tweet,"Twitter for iPhone",5410,19831,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""777024490421170176""",https://twitter.com/katyperry/status/777024490421170176,"2016-09-17 06:00:49","""@KeoNovak ilysm""",Reply,"Twitter for iPhone",527,1913,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""776894505559609344""",https://twitter.com/katyperry/status/776894505559609344,"2016-09-16 21:24:18","""secret hipster but generally a voice of the gp""",Tweet,"Twitter for iPhone",3458,12298,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""776714442889310208""",https://twitter.com/katyperry/status/776714442889310208,"2016-09-16 09:28:48","""🎣""",Tweet,"Twitter for iPhone",3220,9957,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""776678363406544896""",https://twitter.com/katyperry/status/776678363406544896,"2016-09-16 07:05:26","""@GraceVanderWaal Congrats! You have it. Protect it and keep 🎸ing and ✏️ing...it will always serve you ❤️""",Tweet,"Twitter for iPhone",1854,6154,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""776665071015428097""",https://twitter.com/katyperry/status/776665071015428097,"2016-09-16 06:12:37","""Ayyye...It's all about the long plaaaaay...""",Tweet,"Twitter for iPhone",3356,11732,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""776653876011290624""",https://twitter.com/sofifii/status/776653876011290624,"2016-09-16 05:28:08","""I'm happy that everyone gets to share the same full moon.""",Retweet,"Twitter for iPhone",1249,4483,"""18156146""","""Rivka Sophia Rossi""",sofifii,Verified,https://twitter.com/sofifii,"Not Protected"
"""776496237491134464""",https://twitter.com/katyperry/status/776496237491134464,"2016-09-15 19:01:44","""😩 proud mummy 😩 https://t.co/kj16ue6aiQ""",Tweet,Instagram,2398,8416,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""776344585920319488""",https://twitter.com/katyperry/status/776344585920319488,"2016-09-15 08:59:07","""my locations tho idk https://t.co/X7XlNUWeEk""",Tweet,"Twitter for iPhone",1716,6568,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
