"Tweet Id","Media Id","Media URL","Tweet URL"
"""1226920536267264000""","""1226920510740672514""",https://video.twimg.com/ext_tw_video/1226920510740672514/pu/vid/480x608/8sWUK2hnmEn6am8D.mp4?tag=10,https://t.co/QNjMQDvfd4
"""1210533047076098048""","""1210533003568537600""",https://video.twimg.com/ext_tw_video/1210533003568537600/pu/vid/320x564/NrgjMXsi7CdNvBhY.mp4?tag=10,https://t.co/zDvNMhMaBm
"""1210530255284396032""","""1210530086648242176""",https://video.twimg.com/ext_tw_video/1210530086648242176/pu/vid/360x636/gxdlIls7NwsHcNB9.mp4?tag=10,https://t.co/GgMr9rAUEf
"""1204450333830856704""","""1204450160824274944""",https://video.twimg.com/ext_tw_video/1204450160824274944/pu/vid/360x450/CugN-Rj4i7XG4pOG.mp4?tag=10,https://t.co/KKUCVJB1D2
"""1189903007976218624""","""1189902911851126786""",https://video.twimg.com/ext_tw_video/1189902911851126786/pu/vid/320x400/jCmnZ4cS8m7QNzYm.mp4?tag=10,https://t.co/2kjIZaaJTo
"""1188420448280875008""","""1188420402189615109""",https://video.twimg.com/ext_tw_video/1188420402189615109/pu/pl/gT9Q9UfBiJR-H_TA.m3u8?tag=10,https://t.co/PzcLQdCKrU
"""1183355958308814848""","""1183355884191260680""",https://video.twimg.com/ext_tw_video/1183355884191260680/pu/pl/zPDuaStBhqupJ4JP.m3u8?tag=10,https://t.co/mfMBC3Let7
"""1173491866064609280""","""1173491757453119488""",https://video.twimg.com/ext_tw_video/1173491757453119488/pu/vid/1280x720/EIuzYSfIeGILvSxj.mp4?tag=10,https://t.co/ZF0Tq3zyVa
"""1168114505898967042""","""1168114207990210560""",https://video.twimg.com/ext_tw_video/1168114207990210560/pu/vid/360x450/DIJnGxVTcPxC3Z_I.mp4?tag=10,https://t.co/Cjkouy8CLV
"""1166984513660084225""","""1166980141056188417""",https://video.twimg.com/amplify_video/1166980141056188417/vid/720x720/S9EAG2nDwCS2EITV.mp4?tag=13,https://t.co/3TXEbxbv2e
"""1166728604501401605""","""1166728544711598080""",https://video.twimg.com/ext_tw_video/1166728544711598080/pu/pl/M8wtRnIp7fUEFlmn.m3u8?tag=10,https://t.co/LGn2P13FSz
"""1157305051234222081""","""1157226312349749249""",https://video.twimg.com/amplify_video/1157226312349749249/pl/0w--JU3reWun-iKa.m3u8?tag=13,https://t.co/I9JcHyAAH9
"""1149741371525357568""","""1149741306236866560""",https://video.twimg.com/ext_tw_video/1149741306236866560/pu/vid/720x406/y18gUJIIHutKX7jz.mp4?tag=10,https://t.co/bN7snIUwhO
"""1136694712742678528""","""1136694650629177344""",https://video.twimg.com/ext_tw_video/1136694650629177344/pu/pl/BR8vfckgKODuf25b.m3u8?tag=10,https://t.co/ZIP8H131Qg
"""1134792186434936837""","""1134791126542704640""",https://video.twimg.com/ext_tw_video/1134791126542704640/pu/pl/E1Ew6R2zC3UtrMvv.m3u8?tag=9,https://t.co/sOxC6t4cdn
"""1134170533195583488""","""1134170479688912898""",https://video.twimg.com/ext_tw_video/1134170479688912898/pu/pl/WDcQbRY8AxyWCYva.m3u8?tag=9,https://t.co/ULsrOom4gH
"""1133428974535634945""","""1133403681632718853""",https://video.twimg.com/amplify_video/1133403681632718853/vid/1280x720/BHdBk67Y47c7epL3.mp4?tag=12,https://t.co/7vmgk58SoH
"""1124667070187212800""","""1124666662731558912""",https://video.twimg.com/ext_tw_video/1124666662731558912/pu/vid/1280x720/8DOWveJRs12WZ6O7.mp4?tag=9,https://t.co/bTe7DzXQRw
"""1124025078272921600""","""1124025023604379648""",https://video.twimg.com/ext_tw_video/1124025023604379648/pu/vid/360x450/ZL4P54OqZ5ocNVXY.mp4?tag=10,https://t.co/75YbWmUK03
